query,lat,lon
"Đường Nguyễn Trung Trực, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quốc Lộ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.860068,106.7219994
"Đường Lê Văn Linh, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đht21 Đưường Đông Hưng Thuận 21, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường - 79C Đưường Trường Chinh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bến Vân Đồn, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Quá, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Công Hoan, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Dương Vương, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",10.7266989,106.6236032
"Đường Huỳnh Văn Nghệ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Minh Phụng, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đặng Lộ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phú Thọ Hòa, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Cừ, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bà Hạt, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cao Thắng, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 9, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Đăng Lưu, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lâm Thị Hố, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Vườn Lài, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 17, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.8114216,106.7549195
"Đường Quốc Lộ 13, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 211, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 51, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tiền Lân 15, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Văn Bạch, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Lai, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 26, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8320471,106.7312257
"Đường Phạm Thế Hiển, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"(Hẻm 38) Đưường Nguyễn Công Hoan, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Văn Thụ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lý Thưường Kiệt, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Khạ, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Cự Lượng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Mỹ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7268338,106.7205839
"Đường / Đưường Nguyễn Đình Chiểu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bùi Văn Ngữ, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường / Đưường Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 100 Bình Thới, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Kỳ Tân Quý, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",10.7350015,106.7194453
"Đường Trường Chinh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Dương Vương, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hòa Bình, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nhất Chi Mai, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Đậu, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Thượng Hiền, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Thị Sáu, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trường Sơn, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 53, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hồ Bá Kiện, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Duy Ninh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quốc Lộ, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Hữu Cảnh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Cảng, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lưu Chí Hiếu, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 18, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8548178,106.761784
"Đường Nguyễn Súy, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạch Lam, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Hùng, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Đăng Quế, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đặng Dung, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hương Lộ, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Kế Xương, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thân Nhân Trung, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bùi Quang Là, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 29, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Văn Giàu, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thắng, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 55, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.8050147,106.7461236
"Đường /** Đưường Nguyễn Trãi, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",10.7067809,106.7258755
"Đường Số 21, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8556448,106.7646141
"Đường Độc Lập, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Hòa Đông, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bùi Viện, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Phú Đông, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tôn Đản, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 1, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8252088,106.7271602
"Đường Bạch Đằng, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Năm Châu, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Nhất 17, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Thủ Độ, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Sỹ, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Hữu Lầu, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Quốc Dung, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 48, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8358681,106.7260937
"Đường Nguyễn Ảnh Thủ, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Núi Thành, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C18, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",10.8072214,106.6415671
"Đường Nguyễn Duy Cung, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cống Lở, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bắc, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Sỹ, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 26, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Âu Cơ, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Phú, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thống Nhất, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trịnh Đình Trọng, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ba Vân, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cửu Long, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lý Chiêu Hoàng, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Linh, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",10.7282649,106.7126125
"Đường Số, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Liên Phưường, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 539, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 10, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Bùi Hữu Nghĩa, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 27, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.786894,106.7794692
"Đường Võ Thành Trang, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 79, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đào Duy Anh, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Giai, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đỗ Thừa Luông, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Văn Hân, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Huỳnh Tịnh Của, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Quyền, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đặng Văn Sâm, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Hưng Đạo, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",10.756167,106.6844352
"Đường Trương Định, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",10.8677261,106.6395311
"Đường Nam Kỳ Khởi Nghĩa, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đặng Văn Ngữ, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 17, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8565464,106.7627061
"Đường Hát Giang, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 21, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường TrầN Văn Danh, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Luông, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Tử Nha, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Văn Quỳ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Ngân, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Sa, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đông Đưường Thới Tam, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trung Chánh, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",10.8547421,106.625473
"Đường Nguyễn Đình Chiểu, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Viết Chánh, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Văn Dư, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hoàng Diệu 2, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7649304,106.7089441
"Đường Đình Phong Phú, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Huỳnh Thiên Lộc, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Hồng Bàng, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nghĩa Hòa, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Mai Thị Lựu, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tô Ký, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường Tân Quy, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tân Thới Nhất 6, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đưường C22, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Mai Chí Thọ, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phạm Văn Bạch, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Huỳnh Tấn Phát Q7 Đưường Huỳnh Tấn Phát, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Đình Phùng, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trịnh Đình Thảo, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phưường, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chiêu Anh Các, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Âu Dương Lân, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",10.7469298,106.6828349
"Đường Trường Sa, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Văn Bang, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 13, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Thị Hoa, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8778366,106.7457387
"Đường Văn Chung, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tây Hòa, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 42, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Nguyễn Văn Linh, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Văn Hát, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phổ Quang, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",10.8047752,106.6685417
"Đường Số, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dương Thị Mười, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trương Hoàng Thanh, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Chí Thanh, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",10.7531306,106.6630074
"Đường Đặng Thùy Trâm Đưường Đặng Thuỳ Trâm, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đồng Nai, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Văn Kiệt, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bạch Đằng, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tăng Nhơn Phú, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 5, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.8050147,106.7461236
"Đường Nguyễn Văn Cừ, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Kinh Dương Vương, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường UNKNOWN, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Hoàng Phái, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Duy, Quận 8, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Ngô Tất Tố, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Dc8, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",10.7063408,106.7267513
"Đường K300, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",10.773806,106.6471276
"Đường Huỳnh Tấn Phát, Huyện Nhà Bè, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Thịnh, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thoại Ngọc Hầu, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Thạnh Xuân 25, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 35, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.8572055,106.7478236
"Đường Dd, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",10.7551307,106.6802719
"Đường Phan Xích Long, Quận 11, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đỗ Xuân Hợp, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Chế Lan Viên, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Trọng Cung, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Bùi Văn Ba, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Cửu Đàm, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường An Nhơn, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Võ Thị Nhờ, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Quốc Lộ, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số Cl, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Nguyễn Thái Học, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trọ, Quận 9, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Lê Văn Huân, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tôn Thất Thuyết Đưường Tôn Thất Thuyết, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Tên Lửa, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Trần Thị Nghĩ, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường C15/ Đưường Huỳnh Bá Chánh, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 4 Cư Xá Đô Thành, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 4, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Đoàn Văn Bơ, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Nguyễn Hữu Tiến, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường 1A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Phan Văn Hớn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 5, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10.7715477,106.7256617
"Đường Thạnh Lộc 18, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,
"Đường Số 44, Quận 2, Thành phố Hồ Chí Minh, Việt Nam",10.7891469,106.7306518
"Đường Phan Anh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",,
